INCID,OGDINCID,CALLFROM,CALLDATE,FAILDATE,EASTING,NORTHING,LOCATION,SLOPENUM,FEATTYPE,SCALE,FACAFF,CONSEC,CONSEC - DEATHNO,CONSEC - INJURYNO,CONSEC - EVACUATED,CONSEC - ROADCLOSED
K90/3/1,-,DO,16/03/1990,-,838280,823540,Heung Young Village (Hut No. RKT/5B/141),-,Soil Cut,Minor,Squatters,2 huts temporarily evacuated; 1 hut permanently evacuated,-,-,-,-
K90/2/4,-,DO,27/02/1990,24/02/1990,839362,822386,"Diamond Hill New Village, behind the Deaf School",-,Soil Cut,Minor,Squatters,-,-,-,-,-
K90/2/2,-,HyD,26/02/1990,23/02/1990,842235,820115,On Lok Village (Hut No. XKE/9/B/8/465),-,Fill Slope,1,Squatters,1 hut permanently evacuated,-,-,-,-
K90/2/1,-,Police,17/02/1990,17/02/1990,833810,822655,"Behind No. 51 Wing Lok Yuen, Ching Cheung Road",-,Fill Slope,Minor,Squatters,12 huts temporarily evacuated,-,-,-,-
ME90/10/3,-,DO,12/10/1990,-,834790,835398,"Behind No. 16, Chuk Hang Village, Tai Po.",-,Soil Cut,1,Building Lot; Footpath,-,-,-,-,-
ME90/10/2,-,DO,12/10/1990,-,834805,835413,"Behind No. 17A, Chuk Hang Village, Tai Po.",-,Soil Cut,6,Building Lot,-,-,-,-,-
ME90/10/1,-,DO,12/10/1990,-,834805,835395,"Behind No. 15, Chuk Hang Village, Tai Po.",-,Soil Cut,2,Footpath; Building lot,-,-,-,-,-
ME90/9/1,-,DLO,24/09/1990,20/09/1990,843240,821810,Pak Shek Terrace Lot 1170 in DD253.,-,Fill Slope,8,Open Space,-,-,-,-,-
ME90/8/1,-,DO,01/08/1990,01/08/1990,835370,826545,"Pak Tin Area 4, (Hut No. RPAK/A/404 & 405)",-,Soil Cut,1,Squatters,1 hut temporarily evacuated,-,-,-,-
ME90/7/4,-,DLO,16/08/1990,-,834570,834275,"Behind House No. 27E, Po Lung Terrace, Kam Shan, Tai Po",-,Soil Cut,10,Squatters; Rear lane,2 huts permanently evaucated and Rear lane blocked,-,-,-,-
ME90/7/3,-,DLO,16/08/1990,-,834465,834280,"House Nos. 119-121, Kam Sau Terrace, Kam Shan, Tai Po",-,Soil Cut,1,Building Lot,-,-,-,-,-
ME90/7/2,-,DLO,27/07/1990,01/07/1990,848290,827875,"Slope opposite Lot 275 in DD 252 Fung Sau Road, Tai Mong Tsai, Sai Kung.",-,Soil Cut,20,Private access,-,-,-,-,-
ME90/7/1,-,DO,09/07/1990,07/07/1990,836370,827325,Slope near (>10 m) from Hut No. RYOT/B/X36 Yau Oil Village,-,Soil Cut,1,Open Space,-,-,-,-,-
ME90/6/9,-,DO,02/07/1990,30/06/1990,837060,826840,"Next to No. 399, Pai Tau Village, Sha Tin.",-,Soil Cut,10,Footpath,-,-,-,-,-
ME90/6/8,-,GCO,30/06/1990,30/06/1990,845930,826430,"No. 29 Tui Min Hoi Village, Sai Kung.",-,Soil Cut,15,Building Lot,-,-,-,-,-
ME90/6/7,-,WorksBureau,21/06/1990,17/06/1990,837645,825535,"Sha Tin Tau, Sha Tin Hut Nos. RSTT6/231-233",-,Soil Cut,7,Squatters; Footpath,-,-,-,-,-
ME90/6/6,-,DO,11/06/1990,-,837172,826905,"Tin Lin Village, Sha Tin squatter Hut Not. RTL/144 & 145",-,Soil Cut,0.5,Squatters,-,-,-,-,-
ME90/6/5,-,DO,08/06/1990,01/06/1990,842335,830055,Near Ma On Shan Country Park Management Station,-,Fill Slope,3,Road,-,-,-,-,-
ME90/6/4,-,HyD,11/06/1990,01/06/1990,843998,822701,"Clear Water Bay Road West bound near Ta Ku Ling, San Tsuen",-,Soil Cut,0.5,Road,-,-,-,-,-
ME90/6/3,-,HyD,11/06/1990,01/06/1990,847885,816900,Tai O Mun Road near Clear Water Bay First Beach,-,Soil/Rock Cut,5,Road,-,-,-,-,-
ME90/6/2,-,HyD,11/06/1990,03/06/1990,846665,819130,Access road in Mang Kung Uk Village,-,Soil Cut,2,Road,Road partly blocked,-,-,-,-
ME90/6/14,-,HyD,01/07/1990,30/06/1990,836835,828790,"Access road to Wong Chuk Yeung Village, Fo Tan, Sha Tin",-,Soil/Rock Cut,15,Road,Half lane closed,-,-,-,1
ME90/6/13,-,Police,30/06/1990,30/06/1990,845735,827200,"Slope in front of Lot 1833 in DD 221, Tan Cheung, Sai Kung.",-,Soil Cut,10,Road,-,-,-,-,-
ME90/6/12,-,Public,04/07/1990,30/06/1990,838437,826493,"No. 73 Sha Tin Wai Tsuen, Sha Tin.",-,Soil Cut,3,Village houses,-,-,-,-,-
ME90/6/11,-,HyD,04/07/1990,30/06/1990,839575,826630,Near House No. 20 Ngan Pei Sha New Village Shatin.,-,Soil Cut,6,Footpath,Footpath blocked,-,-,-,-
ME90/6/10,-,DO,02/07/1990,30/06/1990,842615,829595,Access road to Ma On Shan near the road bridge by Country Park Management Station,-,Fill Slope,12,Road,-,-,-,-,-
ME90/6/1,-,HyD,11/06/1990,02/06/1990,843323,819825,"Wall below house No. 76, Ma Yau Tong.",-,Retaining Wall,20,Road,Road partly blocked,-,-,-,-
ME90/4/2,-,HyD,24/04/1990,22/04/1990,839365,829555,"K.C.R.C., CH 13+448 below old Tai Po Road, She Tin (near Race Course)",-,Rock Cut,20,Road,-,-,-,-,-
ME90/4/1,-,Police,11/04/1990,-,845055,827675,"Slope supporting a garden fronting lot No. 961 in DD 220, Nam Shan, Sai Kung.",-,Others,1,Building Lot,-,-,-,-,-
ME90/2/1,-,Public,31/01/1990,-,834950,824800,"Erosion of fill slope opp. to slope 7SW-D/C105 of Stage 3, Tai Po Road Improvement, near MS 50",-,Fill Slope,5,Road,-,-,-,-,-
ME90/1/1,-,WSD,10/01/1990,10/01/1990,845050,827260,"Po Lo Che Service Reservoir, Sai Kung.",-,Soil Cut,500,Road; Construction Site,Road undermined & blocked,-,-,-,1
MW90/12/1,-,WSD,04/12/1990,30/11/1990,829230,826635,"Kwei Yang House, Tsuen Wan Centre, No. 9 Tsuen King Circuit, Tsuen Wan.",-,Fill Slope,60,Building lot; Pavement,-,-,-,-,-
MW90/9/9,-,DO,18/09/1990,15/09/1990,815060,831320,"No. 52A Tsz Tin Tsuen, Tuen Mun.",-,Soil Cut,6,Squatters,-,-,-,-,-
MW90/9/8,-,HyD,12/09/1990,11/09/1990,811770,825525,"Lung Mun Road, Tuen Mun.",-,Soil/Rock Cut,7,Pavement,-,-,-,-,-
MW90/9/7,-,HD,11/09/1990,12/09/1990,832085,824572,"Castle Peak Road, 6.5 miles village, Kwai Chung Hut RTW/90/158",-,Fill Slope,0.5,Squatters,2 huts permanently evacuated,-,-,-,-
MW90/9/6,-,HD,11/09/1990,12/09/1990,832615,824985,"Kam Shan Village, hut RTW/9E/4 off Lei Pui Street, Kwai Chung",-,Disturbed Terrain,2,Squatters,1 hut permanently evacuated,-,-,-,-
MW90/9/5,-,PM/TM,11/09/1990,11/09/1990,813382,827535,"Above Area 19, off Lung Mun Road, Tuen Mun.",-,Natural Hillside,60000,Stockpiling area,-,-,-,-,-
MW90/9/4,-,HyD,11/09/1990,11/09/1990,828860,826185,Tuen Mun Road/Tsuen Wan Road,-,Rock Cut,3,Road,Pedestrian Pavement blocked,-,-,-,-
MW90/9/3,-,HD,11/09/1990,11/09/1990,832775,825387,"Shei Lei Hang, hut XTW/SLH/25 off Shek Pai Street, Kwai Chung",-,Soil Cut,Minor,Squatters,1 hut permanently evacuated,-,-,-,-
MW90/9/2,-,GCO,11/09/1990,11/09/1990,817660,813580,"MS 1/2, Lai Chi Yuen, below Water Treatment Works, South Lantau Road, Lantau Island",-,Soil Cut,29,Road,Lane of road blocked,-,-,-,1
MW90/8/1,-,HyD,06/08/1990,-,832075,824580,"Near No. 376, 6.5 Miles, Castle Peak Road Village, Kwai Chung.",-,Fill Slope,2,Footpath,Footpath subsided,-,-,-,-
MW90/7/4,-,DO,05/07/1990,30/06/1990,815390,830680,"No. 36 Tsz Tin Tsuen, Tuen Mun.",-,Soil Cut,3,Building Lot,-,-,-,-,-
MW90/7/3,-,BOO,04/07/1990,03/07/1990,828090,826005,"Hon Man Tsuen, Yau Kom Tau, off Tuan Mun Road, Tsuen Wan.",-,Retaining Wall,Minor,Squatters,2 hut permanently evacuated,-,-,-,-
MW90/7/2,-,Public,04/07/1990,30/06/1990,815980,828795,"No. 81 Tseng Tau Chung Tsuen, Tuen Mun",-,Fill Slope,20,Footpath,-,-,-,-,-
MW90/7/1,-,HD,02/07/1990,30/06/1990,832695,824930,"Shek Lei Kam Shan Tsuen, off Lei Pui Street, Kwai Chung",-,Natural Hillside,3,Squatters,3 huts permanently evacuated,-,-,-,-
MW90/6/4,-,HyD,29/06/1990,-,814790,828025,"Mo Lo Shan, off Tsing Wun Road Tuen Mun (below squatter huts TM/MLS/435 & 436)",-,Natural Hillside,4,Squatters,-,-,-,-,-
MW90/6/3,-,HD,19/06/1990,-,827795,825568,"Yau Kom Tau, Area 28 at Kin Yip Sun Tsuen (behind Hut No. R7W/28B/76-78)",-,Soil Cut,2.5,Squatters,1 hut permanently evacuated,-,-,-,-
MW90/6/2,-,HD,19/06/1990,17/06/1990,827830,825555,"Yau Korn Tau, Area 28, Kin Yip Sun Tsuen.",-,Soil Cut,3,Squatters,1 hut permanently evacuated,-,-,-,-
MW90/6/1,-,WSD,08/06/1990,08/06/1990,821030,808550,Slope below Cheung Chau Service Reservoir,-,Natural Hillside,350,Service reservoir,-,-,-,-,-
MW90/4/1,-,HyD,17/04/1990,11/04/1990,832230,826640,"Wo Yi Hop Road, near Ngong Hom Road, K. C.",-,Rock Cut,20,Pavement,Footpath blocked,-,-,-,-
MW90/3/1B,-,GCO,15/03/1990,-,803895,812990,"Behind No. 65, Kat Hing Back Street, Tai O, Lantau.",-,Soil Cut,<4.0,Footpath,-,-,-,-,-
MW90/3/1A,-,GCO,15/03/1990,-,803895,813000,"Behind No. 65, Kat Hing Back Street, Tai O, Lantau.",-,Soil Cut,<4.0,Footpath,-,-,-,-,-
MW90/1/2,-,DLO,16/01/1990,-,829795,809900,"Lot 1640 in DO 3 (House No. 32), Yung Shue Long New Village, Lemma Island.",-,Soil Cut,20,Building Lot,Backyard blocked,-,-,-,-
MW90/1/1,-,DO,02/01/1990,-,819482,825662,"No. 32 Siu Lam Chuen, Tuen Mun",-,Soil Cut,18,Squatters,Backyard blocked,-,-,-,-
HK89/12/1,-,Public,27/12/1989,25/12/1989,838046,816193,"62 Tin Hau Temple Road, Behind Building Contractor's Association School",-,Soil Cut,9,Building lot,-,-,-,-,-
HK89/11/4,-,Police,24/11/1989,24/11/1989,830991,814592,Below 67-71 Bisney Road,-,Soil Cut,5,Construction site affected,2 workers injured,-,2,-,-
HK89/11/2,-,Public,20/11/1989,10/11/1989,836486,814701,Hong Kong Cemetery,-,Soil Cut,4,Cemetery,-,-,-,-,-
HK89/11/1,-,HyD,01/11/1989,28/10/1989,837916,814927,6 Tai Hang Road,-,Soil/Rock Cut,<1.0,Building lot,Car park affected,-,-,-,-
HK89/10/1,-,HyD,04/10/1989,02/10/1989,832650,812350,Shek Pai Wan Road,11SW-C/C4,Rock Cut,0.3,Footpath,-,-,-,-,-
HK89/9/1,-,HyD,01/09/1989,01/09/1989,842182,813768,"Wan Tsui Road, Chai Wan",11SE-D/C49,Fill Slope,0.01,Road,-,-,-,-,-
HK89/8/2,-,BOO,31/08/1989,31/08/1989,836933,814234,19-25 Village Terrace,-,Rock Cut,1.5,Building lot,Backyard blocked,-,-,-,-
HK89/8/1,-,GCO,07/08/1989,05/08/1989,837607,815492,2 Tai Hang Road,-,Soil Cut,1,Building lot,-,-,-,-,-
HK89/7/3,-,BOO,11/07/1989,20/05/1989,837397,814468,"At rear of Nos. 27-31, Blue Pool Road",-,Natural Hillside,5,Construction site affected,-,-,-,-,-
HK89/7/1,-,Police,08/07/1989,07/07/1989,840970,810509,Tai Tam Road near Turtle Cove Beach,-,Others,30,Road,Lane of road blocked,-,-,-,2
HK89/6/7,-,HyD,10/06/1989,-,831015,814670,Slope between Victoria Road and Chinese Christian Cemetery,-,Soil Cut,8,Cemetery,-,-,-,-,-
HK89/6/6,-,HyD,20/06/1989,17/06/1989,841727,815108,Natural slope behind Salesian School,-,Natural Hillside,35,Building lot,Playground of school affected,-,-,-,-
HK89/6/5,-,WSD,13/06/1989,-,836688,813019,Catchwater above Lady Clementis Ride to the West of J/O Natn Fung Road and Deep Water Bay Road,-,Natural Hillside,40,Catchwater; footpath,Catchwater partly blocked,-,-,-,-
HK89/6/4,-,HyD,09/06/1989,09/06/1989,841552,815238,"Aldrich Village, Shaukiwan",-,Retaining Wall,-,Squatters,2 huts permanently evacuated,-,-,-,-
HK89/6/3,-,DO,05/06/1989,20/05/1989,831477,814212,Telegraph Bay Village below Victoria Road,-,"Soil Cut, Fill Slope",70,Nullah,Nullah blocked,-,-,-,-
HK89/6/2,-,HyD,02/06/1989,21/05/1989,837548,814423,"Broadwood Road near Tai Hang Road Junction, below 150 Tai Hang Road",-,Soil Cut,5,Open space,-,-,-,-,-
HK89/6/1,-,Public,01/06/1989,-,836943,815202,Behind 133 Wong Nai Chung Road ,11SW-B/CR269,Soil Cut,40,Access,-,-,-,-,-
HK89/5/9,-,Unknown,21/05/1989,20/05/1989,838162,815870,"Ma Shan Tsuen, above Yee King Road",-,Soil Cut,10,Squatters,1 hut temporarily evacuated,-,-,-,-
HK89/5/8,-,ArchSD,22/05/1989,20/05/1989,837652,815313,Ka Ning Path sitting out area,-,"Soil Cut slope, Fill slope, Retaining wall",1.5,Sitting out area,-,-,-,-,-
HK89/5/7,-,Unknown,21/05/1989,20/05/1989,837919,815439,"Wun Sha Street, Tai Hang",-,Retaining Wall,<10.0,Squatters,1 hut temporarily evacuated,-,-,-,-
HK89/5/62,-,HD,26/05/1989,-,831631,814011,Tai Wan Sun Tsuen below Pokfulam Road,-,Soil Cut,20,Squatters,-,-,-,-,-
HK89/5/61,-,Public,29/05/1989,20/05/1989,832033,815941,"Natural slope above anchored cut slope to the south of Haking Wong Building, Pokfulam Road",-,Natural Hillside,4,Road,-,-,-,-,-
HK89/5/60,-,HyD,26/05/1989,-,838015,814280,Mount Butler Road near Henderson Road,-,Soil Cut,6,Footpath,-,-,-,-,-
HK89/5/6,-,HyD,22/05/1989,20/05/1989,837810,814755,Below Tai Hang Road near Wesley Village,-,Natural Hillside,20,Stream course,-,-,-,-,-
HK89/5/59,-,HyD,26/05/1989,22/05/1989,835628,814120,Below No. 3 Middle Gap Road,-,Fill Slope,<10.0,Building lot; Streamcourse,Stream course partly blocked,-,-,-,-
HK89/5/58,-,HyD,26/05/1989,-,834130,815078,Cut slope below Brewin Path and above the playground at Magazine Gap Road,11SW-B/C8,Soil Cut,10,Road,Lane of road blocked,-,-,-,1
HK89/5/57,-,AO,26/05/1989,-,831200,815622,Kennedy Town Service Reservoir,-,Soil Cut,45,Access; Service reservoir,Lavatory temporarily closed; Access blocked,-,-,-,-
HK89/5/56,-,DO,25/05/1989,21/05/1989,831317,815435,Ho Jong Squatter Village,-,Soil Cut,10,Squatters,1 hut permanently evacuated,-,-,-,-
HK89/5/55,-,HyD,23/05/1989,20/05/1989,830783,814882,Near No. 49 Mount Davis Road,-,Soil Cut,5,Road,Lane of road partly blocked,-,-,-,1
HK89/5/54,-,FSD,26/05/1989,26/05/1989,841894,814924,"Behind Shaukiwan Fire Station, Chai Wan Road",-,Rock Cut,0.01,Open space,-,-,-,-,-
HK89/5/53,-,HyD,25/05/1989,24/05/1989,831430,815270,"Near 98 Pokfulam Road, Foo Wai Mansion",11SW-A/C331,Soil Cut,3,Footpath,-,-,-,-,-
HK89/5/52,-,Public,24/05/1989,-,834010,814895,"3 Tregunter Path, Branksome Tower",11SW-D/CR321,Soil Cut,5,Building lot,-,-,-,-,-
HK89/5/51,-,Public,23/05/1989,20/05/1989,831279,814524,Behind No. 21 Bisney Road,11SW-C/CR169,Soil Cut,15,Building lot,-,-,-,-,-
HK89/5/50,-,DO,23/05/1989,20/05/1989,836407,812649,Wong Chuk Hang Path Village,-,Soil Cut,5,Squatters,5 huts permanently evacuated,-,-,-,-
HK89/5/5,-,HyD,20/05/1989,20/05/1989,837628,814432,Near J/O Broadwood Road/Tai Hang Road,-,Soil/Rock Cut,30,Road,Lane of road blocked,-,-,-,1
HK89/5/49,-,HyD,22/05/1989,-,835524,814307,Access road to No. 1 Peak Road,-,Soil Cut,2,Road,Lane of road partly blocked,-,-,-,1
HK89/5/48,-,DO,23/05/1989,21/05/1989,834552,812270,Tai Shui Heng Tsuen near Staircase,-,Rock Cut,1,Footpath,-,-,-,-,-
HK89/5/47,-,DO,23/05/1989,21/05/1989,834524,812353,Tai Shui Heng Tsuen,-,Retaining Wall,Minor,Squatters,1 hut temporarily evacuated,-,-,-,-
HK89/5/46,-,HyD,22/05/1989,21/05/1989,830269,815014,Victoria Road near Mount Davis Road,-,Soil Cut,4,Road,Lane of road blocked,-,-,-,1
HK89/5/45,-,HyD,22/05/1989,21/05/1989,830175,815498,410 Victoria Road near former Hoi Pong Village,-,Soil Cut,3,Road,-,-,-,-,-
HK89/5/44,-,GCO,20/05/1989,-,834907,815127,Borrett Road,-,Soil Cut,3,Road,Lane of road blocked,-,-,-,1
HK89/5/43,-,GCO,22/05/1989,20/05/1989,841920,814897,"Behind Shaukiwan Fire Station, 34 Chai Wan Road",11SE-D/C72,Soil/Rock Cut,20,Open space,-,-,-,-,-
HK89/5/42,-,ArchSD,23/05/1989,20/05/1989,841863,815759,"Shaukiwan Government Primary School, Shaukiwan Main Street East",-,Rock Cut,0.5,Building lot,-,-,-,-,-
HK89/5/41,-,HyD,22/05/1989,20/05/1989,837735,813832,Tai Hang Road near catchpit 12,-,Soil Cut,3,Road,-,-,-,-,-
HK89/5/40,-,HyD,22/05/1989,20/05/1989,837703,814486,Tai Hang Road near catchpit 24,-,Soil Cut,3,Road,-,-,-,-,-
HK89/5/39,-,Public,21/05/1989,20/05/1989,834065,814634,"3 Severn Road, the Peak",-,Soil Cut,6,Building lot,-,-,-,-,-
HK89/5/38,-,HyD,21/05/1989,21/05/1989,835150,815117,Slope at east of No. 44 Kennedy Road (Electric House),-,Soil Cut,80,Road,Lane of road blocked,-,-,-,1
HK89/5/37,-,HyD,21/05/1989,-,834782,814801,Uphill slope of near No. 17 Magazine Gap Road,-,Soil Cut,3,Road,Lane of road blocked,-,-,-,1
HK89/5/35,-,HyD,22/05/1989,20/05/1989,834038,814980,"Near No. 7 May Road, May Tower",-,Soil Cut,6,Road,Part of road blocked,-,-,-,-
HK89/5/34,-,HyD,22/05/1989,20/05/1989,834175,815605,"East of Central Hospital, Lover Albert Road between lighting post 22317/22316",-,Soil Cut,3,Road,Part of road blocked,-,-,-,-
HK89/5/33,-,AO,22/05/1989,20/05/1989,834806,815540,"Backyark of Museum of Tea Ware, Cotton Tree Drive, Queensway",-,Soil Cut,180,Building lot,Backyark of Museum closed,-,-,-,-
HK89/5/32,-,HyD,22/05/1989,21/05/1989,833426,815150,Eastern Slope No. 26 Lugard Road,-,Soil Cut,7,Road,Lane of road blocked,-,-,-,1
HK89/5/30,-,Public,22/05/1989,21/05/1989,833907,812435,"St. Peter's School, Peel Rise",-,Rock Cut,4,Building lot,Car park of school partially closed,-,-,-,-
HK89/5/3,-,HyD,02/05/1989,02/05/1989,834440,815115,Behind 56-58 MacDonnell Road,-,Soil Cut,2,Building lot,-,-,-,-,-
HK89/5/29,-,HyD,22/05/1989,22/05/1989,836691,812363,Rock slope opposite 25 Shouson Hill Road,-,Rock Cut,3,Footpath,-,-,-,-,-
HK89/5/28,-,HyD,22/05/1989,-,832975,814840,Natural slope above Harlech Road (below Governor's Walk near lamp posts 24250-24351),-,Natural Hillside,400,Road,Lane of road blocked,-,-,-,1
HK89/5/27,-,Police,21/05/1989,22/05/1989,834797,814400,Backyard of 56 Peak Road above Shell Petrol Station,-,Soil Cut,20,Building lot,-,-,-,-,-
HK89/5/26,-,Public,22/05/1989,21/05/1989,831902,813700,Upper Baguio Villa,-,Natural Hillside,<50.0,Access,-,-,-,-,-
HK89/5/25,-,HyD,22/05/1989,20/05/1989,841895,815780,A Kung Ngaro Road opposite Shaukeiwan Government School,-,Soil Cut,30,Squatters; Footpath,1 hut permanently evacuated; Close pedestrian pavement,-,-,-,-
HK89/5/24,-,BOO,22/05/1989,20/05/1989,843354,811800,"2C, Tai Long Wan Village, Tai Long Wan",-,Soil Cut,3,Squatters,-,-,-,-,-
HK89/5/23,-,HyD,22/05/1989,21/05/1989,830616,815340,Access road to Youth Hostel at Mt. Davis (Mt. Davis Path) 4 areas,-,"Soil Cut, Retaining wall",60,Road,Lane of road blocked,-,-,-,1
HK89/5/22,-,HyD,22/05/1989,21/05/1989,833229,812374,Tin Wan Hill Road near Shek Pai Wan Road,-,Soil Cut,36,Road,-,-,-,-,-
HK89/5/21,-,HyD,22/05/1989,20/05/1989,831866,813152,Victoria Road near Pokfulam Road,-,Soil Cut,1,Road,Lane of road partly blocked,-,-,-,1
HK89/5/20,-,HyD,22/05/1989,20/05/1989,831297,814603,Slope above Bisney Road near Pokfulam Road,-,Soil Cut,25,Road,Lane of road blocked,-,-,-,1
HK89/5/2,-,HyD,02/05/1989,02/05/1989,837340,814085,"Hawthorn Road, Happy Valley",11SW-D/C209,Soil Cut,17.5,Road; Building lot,Lane of road blocked,-,-,-,2
HK89/5/19,-,HyD,22/05/1989,20/05/1989,842165,813970,"Slope below star of the Sea Church, Chai Wan",-,Soil Cut,1,Footpath; Open space,Parapet wall of garden affected,-,-,-,-
HK89/5/18,-,FSD,21/05/1989,21/05/1989,842200,813836,"Hing Wah Estate, opposite King Hing House, below On Hing House, Wan Tsui Road",-,Soil Cut,550,Road,2 lanes of road blocked,-,-,-,2
HK89/5/15,-,Police,20/05/1989,20/05/1989,837550,814130,69 Blue Pool Road,-,Soil/Rock Cut,5,Building lot,Part of carpark affected,-,-,-,-
HK89/5/14,-,HyD,22/05/1989,21/05/1989,836125,815025,Below Wah Yan College Kenndy Road,11SW-B/CR29,Soil Cut,300,Building lot; Footpath,Part of school building closed temporarily,-,-,-,-
HK89/5/13,-,BOO,22/05/1989,20/05/1989,830529,815734,Kung Man Village (slope below huts 138 & 139),-,Fill Slope,1.5,Squatters,-,-,-,-,-
HK89/5/12,-,HyD,22/05/1989,20/05/1989,836600,812078,41 Shouson Hill Road (main entrance),-,Natural Hillside,20,Access,-,-,-,-,-
HK89/5/11,-,HyD,22/05/1989,21/05/1989,840324,808056,Wong Ma Kok Road,-,Soil Cut,30,Road,1 lane of road blocked,-,-,-,1
HK89/5/10,-,GCO,21/05/1989,21/05/1989,831373,814132,82 Telegraph Bay Village,-,Natural Hillside,45,Squatters,1 hut permanently evacuated,-,-,-,-
HK89/5/1,-,HyD,02/05/1989,-,837415,813760,Tai Hang Road/Blue Pool Road,-,Natural Hillside,3,Road,Lane of road blocked,-,-,-,1
HK89/4/1,-,HyD,12/04/1989,12/04/1989,840825,810098,Tai Tam Road,-,Natural Hillside,300,Open space,-,-,-,-,-
HK89/3/3,-,Public,31/03/1989,-,835300,815240,7 Star Street,-,Soil Cut,0.5,Access,-,-,-,-,-
HK89/3/2,-,GCO,22/03/1989,22/03/1989,834007,812457,Peel Rise above Island Road Government School,-,Soil Cut,45,Road,Lane of road blocked,-,-,-,1
HK89/3/1,-,HyD,04/03/1989,04/03/1989,841021,810515,Turtle Bay Beach below Tai Tam Road,-,Natural Hillside,<10.0,Beach,Portion of beach blocked,-,-,-,-
HK89/1/3,-,HyD,30/01/1989,-,836508,812566,Wonq Chuk Hang Path,-,Soil/Rock Cut,6,Stream course,Stream course blocked,-,-,-,-
HK89/1/2,-,BOO,11/01/1989,11/01/1989,833804,815943,50 Hollywood Road,-,Retaining Wall,0.5,Building lot,Kitchen affected,-,-,-,-
HK89/1/1,-,Police,09/01/1989,09/01/1989,833598,815922,J/O Castle Road/Caine Road,-,Retaining Wall,6,Road,Lane of road blocked,-,-,-,1
K89/11/4,-,USD,22/09/1989,-,836131,819862,Slope facingside lane of 78C Waterloo Road,-,Soil Cut,1,Access,-,-,-,-,-
K89/11/3,-,USD,13/11/1989,-,836175,819255,Slope behind Sitting Out Area at Wylie Road adjacent to Lim Por Yen Centre,-,Soil Cut,1.5,Sitting out area; Footpath,-,-,-,-,-
K89/11/2,-,HD,11/11/1989,31/10/1989,841943,819040,Staff Quarters of Housing Department at Junk Bay Road,-,Rock Cut,1,Carpark,One carpark space closed,-,-,-,-
K89/11/1,-,Police,05/11/1989,05/11/1989,838224,823661,Heung Yeung Village,-,Soil Cut,Minor,Squatters,1 hut permanently evacuated,-,-,-,-
K89/10/1,-,HyD,02/10/1989,02/10/1989,842045,820190,On Lok Village (Hut No. XKE/9/B/6/1103 & 1104),-,Fill Slope,2,Squatters,2 huts peratanently evacuated,-,-,-,-
K89/9/5,-,HyD,13/09/1989,07/09/1989,841690,820730,Sau On Village (Hut No. XKE/3E/C7/621 & 622),-,Soil Cut,<1.0,Footpath,-,-,-,-,-
K89/9/4,-,Public,30/09/1989,08/09/1989,842630,816790,"Fan Wa Street, Lei Yue Mun",-,Soil/Rock Cut,Minor,Squatters,-,-,-,-,-
K89/9/3,-,DO,11/09/1989,09/09/1989,839640,822080,Ngau Chi Wan West Village (Hut NO. XKC/3A-B/G1/506),-,Natural Hillside,Minor,Squatters,1 hut permanently evacuated,-,-,-,-
K89/9/2,-,BOO,09/09/1989,08/09/1989,840665,821915,Tak Mong Village,-,Natural Hillside,Minor,Squatters,3 huts permanently evacuated,-,-,-,-
K89/8/2,-,HyD,24/08/1989,21/05/1989,842575,819655,Sau Mau Ping Road near Junk Bay Road,11NE-D/C13,Soil/Rock Cut,40,Road,-,-,-,-,-
K89/8/1,-,DLO,07/08/1989,-,842157,820272,Tai Shing Village,-,Soil Cut,Minor,Squatters,3 huts permanently evacuated,-,-,-,-
K89/7/7,-,HyD,20/07/1989,20/05/1989,832800,822140,"Lai Chi Kok Reception Centre, Butterfly Valley Road",-,Soil Cut,3,Open space,-,-,-,-,-
K89/7/6,-,HyD,19/07/1989,18/07/1989,842165,820257,Tai Shing Village (Hut No. XKE/9C/G7/121),-,Soil Cut,Minor,Squatters,1 hut permanently evacuated,-,-,-,-
K89/7/5,-,HyD,13/07/1989,May-89,841595,821585,Anderson Road (opposite Leighton Parilion 1942-1943),-,Soil Cut,15,Road,Lane of road and pedestrian pavement fenced off,-,-,-,1
K89/6/9,-,DO,31/05/1989,21/05/1989,839147,823598,"Tung Yeung Village, Tsz Wan Shan (Hut No. XKC/54/10/443)",-,Soil Cut,3,Squatters,1 hut permanently evacuated,-,-,-,-
K89/6/8,-,HyD,31/05/1989,20/05/1989,839343,823298,"Near Tsz Mei Estate, Tsz Wan Shan (Huts No. XKC/5B/N/2/106-108)",-,Soil Cut,3,Squatters,3 huts permanently evacuated,-,-,-,-
K89/6/7,-,DO,31/05/1989,21/05/1989,839329,823280,"Near Tsz Mei Estate, Tsz Wan Shan (Hut No. XKC/5B/N/2/63)",-,Soil Cut,6,Squatters,1 hut permanently evacuated,-,-,-,-
K89/6/6,-,HyD,31/05/1989,20/05/1989,837180,822245,Junction of Fu Wan Street and Fu Cheng Street,-,Soil Cut,10,Road,Lane of road blocked,-,-,-,1
K89/6/5,-,DO,06/06/1989,20/05/1989,836036,821663,Tung Hang Lane,-,Soil Cut,Minor,Squatters,2 huts permanently evacuated,-,-,-,-
K89/6/4,-,HyD,30/05/1989,21/05/1989,840820,821600,"Near Good Hope School, New Clearwater Bay Road, Kowloon",-,Soil Cut,3,Footpath,-,-,-,-,-
